Changes,General Category
"BUGFIX: Eclipse quickfix ""Assign parameter to new field"" would insert it outside the class body if @Data was present. Issue #295",Bug fix
BUGFIX: Renaming a @Data-annotated class in eclipse using Alt+Shift+R no longer mangles the data annotation. Issue #359,Bug fix
"BUGFIX: Using save action 'Use this qualifier for field accesses, only if necessary' did not work together with @Data in certain cases. Issue #374",Bug fix
"BUGFIX: Organize imports, either run manually or as save action, would throw an exception. Issue #381",Bug fix
BUGFIX: Extracted constants would be placed outside the class body when a logging annotation was present. Issue #388,Bug fix
,
"BUGFIX: Using the log field from @Log, etc, now works in static initializers. Issue #368",Bug fix
"BUGFIX: Auto-formatting code containing lombok on eclipse, even via an auto-save action, now works. Issue #163",Bug fix
BUGFIX: Letting eclipse generate various methods when a lombok annotation is present now works. Issue #211,Bug fix
BUGFIX: Renaming a @Data-annotated class in eclipse no longer mangles the data annotation. Issue #359,Bug fix
BUGFIX: Eclipse save action Add final modifier to private fields no longer adds final keyword to @Setter fields. Issue #336,Bug fix
BUGFIX: Mixing labels and lombok.val would cause NPEs in javac. Issue #372,Bug fix
BUGFIX: Writing lombok.val out in full (vs. using an import statement) did not work in eclipse. Issue #373,Bug fix
,
BUGFIX: Delombok will no longer jumble up comments from different files when using -sourcepath option. Issue #357,Bug fix
"BUGFIX: Turns out treating @NotNull as an annotation that indicates lombok should generate nullcheck guards causes all sorts of problems. This has been removed again, and documentation has been updated to reflect this. Issue #360",Bug fix
- ,Documentation
BUGFIX: @EqualsAndHashCode or @Data did not work on non-static inner classes whose outer class has a type variable. It does now. Issue #362,Bug fix
,
BUGFIX: @Delegate in eclipse could cause memory leaks in 0.10.0. Issue #337,Bug fix
BUGFIX: Annotations on enum values were being deleted by delombok. Issue #342,Bug fix
BUGFIX: @AllArgsConstructor was erroneously generating a parameter and an assignment for final variables already assigned in their declaration. Issue #351,Bug fix
ENHANCEMENT: @NotNull is now also recognized as an annotation indicating that lombok should generate nullcheck guards in generated constructors and setters. Issue #344,Bug fix
,
FEATURE: New annotation: @Delegate. This annotation lets lombok generate delegation methods for a given field. More…,Add support for a new feature
FEATURE: Added support for 'val'. Val is an immutable variable that infers its type from the right hand side of the initializing expression. More…,Add support for a new feature
"FEATURE: Added support for several logging frameworks via the @Log, @Slf4j, etc. annotation. More…",Add support for a new feature
FEATURE: Lombok now supports post-compile transformers. Issue #217,Add support for a new feature
"FEATURE: Using @SneakyThrows no longer requires a runtime dependency on lombok.jar. In fact, any call to Lombok.sneakyThrows(ex) is optimized at the bytecode level and no longer requires you to actually have lombok.jar or lombok-runtime.jar on the classpath.",Code redesign
"FEATURE: @XArgsConstructor, @Getter, and @ToString can now be used on enum declarations. Previously, behaviour of these annotations on enums was undefined.",Code redesign
"FEATURE: @Getter/@Setter (and by extension, @Data) in v0.9.3 and earlier would generate getter and setter method names that did not conform to the beanspec, primarily when faced with boolean properties. This has been fixed. In practice this won't affect you unless you have properties named isFoo or hasFoo. Now the setter generated for this will be called setFoo (as the property name is foo) and not setIsFoo. Also, hasFoo is now no longer special; the names would be isHasFoo and setHasFoo. The java bean spec does not give has special meaning.",Maintainability improvement
"FEATURE: @EqualsAndHashCode (and by extension, @Data) now add a canEqual method which improves the sanity of equality amongst a hierarchy of classes. More…",Add support for a new feature
FEATURE: @Getter now supports a lazy=true attribute. More…,Add support for a new feature
ENHANCEMENT: The installer will now find Eclipse installations when they are located in a subdirectory of a directory containing the word 'eclipse' . Issue #283,Bug fix
ENHANCEMENT: Add null check for @Cleanup Issue #227,Code redesign
BUGFIX: Lombok is now compatible with javac 7.,Bug fix
BUGFIX: Hard to reproduce NullPointerException in Eclipse on the getTypeBinding method in the error log has been fixed. Issue #237,Bug fix
BUGFIX: @Setter and @Getter can now be applied to static fields again (was broken in v0.9.3 only). Issue #209,Bug fix
"BUGFIX: delombok added type parameters to constructors that mirror the type's own type parameters. This resulted in delombok turning any generated constructor that takes at least 1 parameter of type 'T' into something that didn't compile, and to boot, a confusing error message ('T is not compatible with T'). This is now fixed. Issue #213",Bug fix
BUGFIX: The Eclipse source generator would place the generated code outside the class Issue #228,Bug fix
"BUGFIX: When using m2eclipse, occasionally you'd see a ClassNotFoundError on JavacProcessingEnvironment. This has been fixed. Issue #250",Bug fix
"BUGFIX: Either all or none of equals, hashCode and canEqual will be generated. Issue #313",Bug fix
BUGFIX: Delombok in output-to-directory mode was generating very long paths on mac and linux. Issue #322,Bug fix
"BUGFIX: Various refactor scripts and save actions bugs have been fixed in eclipse, though most remain.",Bug fix
,
FEATURE: Adding @Getter or @Setter to a class is now legal and is like adding those annotations to every non-static field in it. Issue #202,Add support for a new feature
"FEATURE: Three new annotations, @NoArgsConstructor, @RequiredArgsConstructor and @AllArgsConstructor have been added. These split off @Data's ability to generate constructors, and also allow you to finetune what kind of constructor you want. In addition, by using these annotations, you can force generation of constructors even if you have your own. Issue #152",Add support for a new feature
-,Add support for a new feature
-,Add support for a new feature
"FEATURE: Constructors generated by lombok now include a @java.beans.ConstructorProperties annotation. This does mean these constructors no longer work in java 1.5, as this is a java 1.6 feature. The annotation can be suppressed by setting suppressConstructorProperties to true in a @RequiredArgsConstructor or @AllArgsConstructor annotation. Issue #195",Add support for a new feature
"FEATURE: generated toString, equals and hashCode methods will now use this.getX() and other.getX() instead of this.x and other.x if a suitable getter is available. This behaviour is useful for proxied classes, such as the POJOs that hibernate makes. Usage of the getters can be suppressed with @ToString/@EqualsAndHashCode(doNotUseGetters = true). Issue #183",Code redesign
ENHANCEMENT: FindBugs' @CheckForNull is now copied from a field to a setter's parameter and the getter method just like @Nullable. Issue #201,Code redesign
ENHANCEMENT: plugins and @SneakyThrows: Resolving types in annotations now works better especially for classes that aren't in the core java libraries. Issue #161,Bug fix
"ENHANCEMENT: If tools.jar isn't found (required when running delombok), now a useful error message is generated. The search for tools.jar now also looks in JAVA_HOME.",Maintainability improvement
ENHANCEMENT: toString() on inner classes now lists the class name as Outer.Inner instead of just Inner. Issue #206,Code redesign
"ENHANCEMENT: All field accesses generated by lombok are now qualified (like so: this.fieldName). For those who have a warning configured for unqualified field access, those should no longer occur. Issue #121",Code redesign
"ENHANCEMENT: All fields and methods generated by lombok now get @SuppressWarnings(""all"") attached to avoid such warnings as missing javadoc, for those of you who have that warning enabled. Issue #120",Bug fix
