Changes,General Category
"FEATURE: You can now configure @FieldNameConstants to CONSTANT_CASE the generated constants, using a lombok.config option. See the FieldNameConstants documentation. Issue #2092.",Add support for a new feature
FEATURE: You can now suppress generation of the builder method when using @Builder; usually because you're only interested in the toBuilder method. As a convenience we won't emit warnings about missing @Builder.Default annotations when you do this. Issue #2046,Add support for a new feature
FEATURE: You can now change the access modifier of generated builder classes. Issue #2083.,Add support for a new feature
"FEATURE: When using @NonNull, or any other annotation that would result in a null-check, you can configure to generate an assert statement instead. Issue #2078.",Add support for a new feature
FEATURE: Lombok now knows exactly how to treat @com.fasterxml.jackson.annotation.JsonProperty and will copy it to the right places for example when making builders. Issue #1961 Issue #1981,Add support for a new feature
PLATFORM: A few lombok features (most notably delombok) failed on JDK12. Issue #2082,Bug fix
BUGFIX: var/val on methods that return an intersection type would now work in Eclipse. Issue #1986,Bug fix
BUGFIX: Fix for java6 regression if a field has javadoc. Issue #2066,Bug fix
BUGFIX: Delombok now delomboks java10's own var as var and not as the actual underlying type. Issue #2049,Bug fix
"BUGFIX: If you use @Builder and manually write the build() method in your builder class, javac would error out instead of deferring to your implementation. Issue #2050 Issue #2061",Bug fix
BUGFIX: @SuperBuilder together with @Singular on non-lists would produce an erroneous emptyList call. Issue #2104.,Bug fix
"IMPROBABLE BREAKING CHANGE: For fields and parameters marked non-null, if the method body starts with an assert statement to ensure the value isn't null, no code to throw an exception will be generated.",Code redesign
"IMPROBABLE BREAKING CHANGE: When using ecj to compile java code with @Builder or @SuperBuilder in it, and a builder setter method was generated for a @NonNull-marked method, no explicit null check would be present. However, running javac on the exact same file would produce the null check. Now ecj also produces this null check. Issue #2120.",Code redesign
IMPROBABLE BREAKING CHANGE: We slightly changed the message of the exception lombok generates to handle @NonNull marked parameters. Issue #2122,Code redesign
,
"FEATURE: Javadoc on fields will now also be copied to the Builders' setters. Thanks for the contribution, Emil Lundberg. Issue #2008",Add support for a new feature
FEATURE: The @FieldNameConstants feature now allows you to write the inner type by hand and add whatever you like to it; lombok will add the constants to this class. See the updated FieldNameConstants feature page.,Add support for a new feature
FEATURE: There is now a lombok.config key to configure @ToString's call super behavior; it's just like @EqualsAndHashCode which has had it for a while now. Issue #1918,Add support for a new feature
ENHANCEMENT: The toString generation of enums now contains the name of the enum constant. Issue #1916,Add support for a new feature
"PLATFORM: Due to changes to switch statements in JDK12, lombok wasn't working with the JDK12 preview. Issue #1888",Bug fix
BUGFIX: Using @Delegate in combination @NonNull would give an error in jdk8. Issue #1935,Bug fix
"BUGFIX: Using the new @FieldNameConstants in eclipse would cause errors in the error log view, and error popups if save actions are turned on. Issue #2024",Bug fix
"BUGFIX: Since version 1.18.4, the delombok ant task didn't work and errored with a NoClassDefFoundError. Issue #1932",Bug fix
"BUGFIX: Combining both @Setter and @Wither on the same field, when that field also has javadoc with a --setter-- section or an @param tag, resulted in a race condition where the first handler to get to the field would take that part of the javadoc. This is a step along the way to fixing Issue #1033",Bug fix
"BUGFIX: Compiling multi-module projects would fail on forcing new rounds. Issue #1723, Issue #1858, Issue #1946, Issue #2028",Bug fix
Issue #1858,Bug fix
Issue #1946,Bug fix
Issue #2028,Bug fix
,
PLATFORM: Support for Eclipse Photon. Issue #1831,Bug fix
PLATFORM: Angular IDE is now recognized by the installer Issue #1830,Support for external development tool
PLATFORM: Many improvements for lombok's JDK10/11 support.,Maintainability improvement
BREAKING CHANGE: The @FieldNameConstants feature has been completely redesigned. Issue #1774 FieldNameConstants documentation,Code redesign
"BREAKING CHANGE: Lombok will now always copy specific annotations around (from field to getter, from field to builder 'setter', etcetera): A specific curated list of known annotations where that is the right thing to do (generally, @NonNull style annotations from various libraries), as well as any annotations you explicitly list in the lombok.copyableAnnotations config key in your lombok.config file. Also, lombok is more consistent about copying these annotations. (Previous behaviour: Lombok used to copy any annotation whose simple name was NonNull, Nullable, or CheckForNull). Issue #1570 and Issue #1634",Code redesign
FEATURE: Lombok's @NonNull annotation can now be used on type usages (annotation on type usages has been introduced in JDK 8). @Builder's @Singular annotation now properly deals with annotations on the generics type on the collection: @Singular List<@NonNull String> names; now does the right thing.,Add support for a new feature
"FEATURE: You can now mix @SuperBuilder and toBuilder, and toBuilder no longer throws NullPointerException if a @Singular-marked collection field is null. Issue #1324",Bug fix
"FEATURE: delombok now supports module paths via the --module-path option, and will automatically add lombok itself to the module path. This should make it possible to delombok your modularized projects. Issue #1848",Bug fix
FEATURE: You can pass @args.txt to delombok to read args from the text file; useful if you have really long classpaths you need to pass to delombok. Issue #1795,Add support for a new feature
BUGFIX: @NoArgsConstructor(force=true) would try to initialize already initialized final fields in Eclipse. Issue #1829,Bug fix
"BUGFIX: When using lombok to compile modularized (module-info.java-style) code, if the module name has dots in it, it wouldn't work. Issue #1808",Bug fix
BUGFIX: Errors about lombok not reading a module providing org.mapstruct.ap.spi when trying to use lombok in jigsaw-mode on JDK 11. Issue #1806,Bug fix
BUGFIX: Fix NetBeans compile on save. Issue #1770,Bug fix
"BUGFIX: If you manually write your builder class so you can add a few methods of your own, and those methods refer to generated methods, you'd usually run into various bizarre error messages, but only on JDK9/10/11. This one is hard to describe, but we fixed it. Issue #1907",Bug fix
,
BUGFIX: mapstruct + lombok in eclipse should hopefully work again. Issue #1359 and mapstruct issue #1159,Bug fix
BUGFIX: Equals and hashCode again exclude transient fields by default. Issue #1724,Bug fix
"BUGFIX: Eclipse 'organize imports' feature (either explicitly, or if automatically triggered on saving via 'save actions') would remove the import for lombok.var. Issue #1783",Bug fix
BUGFIX: Lombok and gradle v4.9 didn't work together; that's been fixed. Issue #1716 and gradle-apt-plugin issue #87,Bug fix
"FEATURE: You can now make builders for type hierarchies, using the new (experimental) @SuperBuilder annotation. Thanks for the contribution, Jan Rieke. @SuperBuilder documentation",Add support for a new feature
"FEATURE: @NoArgsConstructor, including forcing one with lombok.config: lombok.noArgsConstructor.extraPrivate=true now take any defaults set with @Builder.Default into account. Issue #1347",Add support for a new feature
,
BREAKING CHANGE: The in 1.16.22 introduced configuration key lombok.noArgsConstructor.extraPrivate is now false by default. Issue #1708,Bug fix
"BUGFIX: Do not generate a private no-args constructor if that breaks the code. Issue #1703, Issue #1704, Issue #1712",Bug fix
Issue #1704,Bug fix
Issue #1712,Bug fix
BUGFIX: Using boolean parameters in lombok annotations would fail. Issue #1709,Bug fix
BUGFIX: Delombok would give an error message. Issue #1705,Bug fix
BUGFIX: Eclipse java10 var support didn't work if lombok was installed in your eclipse. Issue #1676,Bug fix
FEATURE: Google's Flogger (a.k.a. FluentLogger) is now available via @Flogger. Issue #1697,Add support for a new feature
"FEATURE: @FieldNameConstants has been extended to support prefixes and suffixes. By default, the generated constants are prefixed with FIELD_. Docs on @FieldNameConstants.",Add support for a new feature
,
FEATURE: Private no-args constructor for @Data and @Value to enable deserialization frameworks (like Jackson) to operate out-of-the-box. Use lombok.noArgsConstructor.extraPrivate = false to disable this behavior.,Add support for a new feature
"FEATURE: Methods can now be marked for inclusion in toString, equals, and hashCode generation. There is a new mechanism to mark which fields (and now, methods) are to be included or excluded for the generation of these methods: mark the relevant member with for example @ToString.Include or @EqualsAndHashCode.Exclude. ToString documentation EqualsAndHashCode documentation",Add support for a new feature
FEATURE: @Getter and @Setter also allow onMethod and onParam when put on a type. Issue #1653,Add support for a new feature
FEATURE: @FieldNameConstants is a new feature that generates string constants for your field names. Docs on @FieldNameConstants.,Add support for a new feature
"PLATFORM: Lombok can be compiled on JDK10, and should run on JDK10. Issue #1693",Bug fix
PLATFORM: lombok now counts as an incremental annotation processor for gradle. Should speed up your gradle builds considerably! Issue #1580,Performance improvement
PLATFORM: Fix for using lombok together with JDK9+'s new module-info.java feature. Issue #985,Add support for a new feature
BUGFIX: Solved some issues in eclipse that resulted in error 'A save participant caused problems'. Issue #879,Bug fix
